drug1_id,drug2_id,label
DB06575,DB11868,1
DB00620,DB13668,1
DB13331,DB00327,1
DB09223,DB04599,1
DB05097,DB11674,1
DB00413,DB14507,1
DB00623,DB13626,1
DB05232,DB11554,1
DB11622,DB04841,1
DB11986,DB09238,1
DB17088,DB04845,1
DB00264,DB01215,1
DB04932,DB00307,1
DB04914,DB11529,1
DB01254,DB00305,1
DB00447,DB00975,1
DB01273,DB01151,1
DB01021,DB00086,1
DB01357,DB00054,1
DB15415,DB05793,1
DB00565,DB13273,1
DB00606,DB06204,1
DB00316,DB12752,1
DB01873,DB00246,1
DB01421,DB01250,1
DB00732,DB14644,1
DB08992,DB11859,1
DB01700,DB00726,1
DB00961,DB00189,1
DB06701,DB00543,1
DB00390,DB01081,1
DB12725,DB11951,1
DB08550,DB01534,1
DB14962,DB11148,1
DB04925,DB00274,1
DB13879,DB15719,1
DB11614,DB08496,1
DB07402,DB12313,1
DB12246,DB14908,1
DB06706,DB00883,1
DB00857,DB11855,1
DB00537,DB01044,1
DB11621,DB16195,1
DB09317,DB01115,1
DB06153,DB13510,1
DB00499,DB09223,1
DB04832,DB12710,1
DB00182,DB04896,1
DB11691,DB01129,1
DB00977,DB00697,1
DB12597,DB00266,1
DB09255,DB09301,1
DB15101,DB12317,1
DB11698,DB14026,1
DB13989,DB00732,1
DB00778,DB06288,1
DB00686,DB06287,1
DB00967,DB09083,1
DB01190,DB08901,1
DB11475,DB01076,1
DB00212,DB08960,1
DB00030,DB00559,1
DB13837,DB00434,1
DB00537,DB00821,1
DB11121,DB00780,1
DB15821,DB00255,1
DB11714,DB01086,1
DB01247,DB13139,1
DB11633,DB00224,1
DB09045,DB00978,1
DB13977,DB01342,1
DB00331,DB00598,1
DB00625,DB00136,1
DB00780,DB00230,1
DB01489,DB12229,1
DB01328,DB14055,1
DB11855,DB08329,1
DB01150,DB09262,1
DB00582,DB14064,1
DB09258,DB09236,1
DB01588,DB01118,1
DB08827,DB09308,1
DB14881,DB00568,1
DB13524,DB14631,1
DB11587,DB01224,1
DB01112,DB09156,1
DB04665,DB14973,1
DB13606,DB04903,1
DB11598,DB07637,1
DB00216,DB01197,1
DB00829,DB00225,1
DB13665,DB01323,1
DB06190,DB09128,1
DB00285,DB11889,1
DB14483,DB07931,1
DB00216,DB00909,1
DB01274,DB00310,1
DB06155,DB00323,1
DB05271,DB00264,1
DB08985,DB00247,1
DB09307,DB06738,1
DB09065,DB01410,1
DB06216,DB11943,1
DB09214,DB00806,1
DB06292,DB12015,1
DB08927,DB04842,1
DB08960,DB13588,1
DB00668,DB12235,1
DB01273,DB01157,1
DB01200,DB13876,1
DB00377,DB01192,1
DB00074,DB12718,1
DB00493,DB08934,1
DB09210,DB00502,1
DB12935,DB13944,1
DB13799,DB00902,1
DB13799,DB04818,1
DB13835,DB00104,1
DB05521,DB01380,1
DB14068,DB13725,1
DB00687,DB00011,1
DB12026,DB00845,1
DB00559,DB00588,1
DB01620,DB12141,1
DB00514,DB11755,1
DB08984,DB11443,1
DB13385,DB13225,1
DB01331,DB09277,1
DB13451,DB02709,1
DB00593,DB00861,1
DB11471,DB00741,1
DB06813,DB09133,1
DB00785,DB13114,1
DB01323,DB00911,1
DB01101,DB00774,1
DB01278,DB00836,1
DB00831,DB13313,1
DB13225,DB04917,1
DB09022,DB00214,1
DB09285,DB14754,1
DB11642,DB14960,1
DB00195,DB01041,1
DB09034,DB11362,1
DB04209,DB13683,1
DB12693,DB06695,1
DB12445,DB00105,1
DB00450,DB13875,1
DB01394,DB11791,1
DB08955,DB09227,1
DB09317,DB09456,1
DB00808,DB13967,1
DB00325,DB06700,1
DB15646,DB11921,1
DB00991,DB00443,1
DB09383,DB00779,1
DB00387,DB00937,1
DB08935,DB01138,1
DB00661,DB13378,1
DB09087,DB13919,1
DB00476,DB00767,1
DB01355,DB00907,1
DB01246,DB06144,1
DB00582,DB11718,1
DB00493,DB00693,1
DB12131,DB00377,1
DB06119,DB00396,1
DB12016,DB15646,1
DB13648,DB00677,1
DB08807,DB00653,1
DB06228,DB01201,1
DB01529,DB00956,1
DB09184,DB06753,1
DB01231,DB13082,1
DB00783,DB00492,1
DB01275,DB00226,1
DB13683,DB04124,1
DB13345,DB01352,1
DB14960,DB00641,1
DB14545,DB01050,1
DB00548,DB13481,1
DB00255,DB00458,1
DB01104,DB00740,1
DB00373,DB01084,1
DB01282,DB09001,1
DB01030,DB15646,1
DB04871,DB04956,1
DB06736,DB00700,1
DB00978,DB00485,1
DB00567,DB00649,1
DB00733,DB00915,1
DB04836,DB12080,1
DB12518,DB00404,1
DB11568,DB09338,1
DB00215,DB00187,1
DB12406,DB00977,1
DB08935,DB00115,1
DB12229,DB04885,1
DB06287,DB10283,1
DB00681,DB05018,1
DB00782,DB01200,1
DB01589,DB00771,1
DB04871,DB01245,1
DB12836,DB01169,1
DB12248,DB00804,1
DB14526,DB09215,1
DB09282,DB01119,1
DB12881,DB00016,1
DB09255,DB00233,1
DB00866,DB01348,1
DB00312,DB00800,1
DB05521,DB00320,1
DB00392,DB01148,1
DB00343,DB01426,1
DB01047,DB00041,1
DB13359,DB09236,1
DB09238,DB01109,1
DB00801,DB06700,1
DB14018,DB01060,1
DB12321,DB04820,1
DB14897,DB15441,1
DB11840,DB06305,1
DB11963,DB06217,1
DB12649,DB00679,1
DB00630,DB13638,1
DB11791,DB08901,1
DB00909,DB01284,1
DB00819,DB13541,1
DB00294,DB13136,1
DB14516,DB11107,1
DB05540,DB09009,1
DB06282,DB11367,1
DB04846,DB00451,1
DB13587,DB13675,1
DB06579,DB00042,1
DB00802,DB13453,1
DB12683,DB15434,1
DB00987,DB12092,1
DB01216,DB00998,1
DB09045,DB09264,1
DB11646,DB13375,1
DB01405,DB00588,1
DB00416,DB01149,1
DB06712,DB00397,1
DB01033,DB06211,1
DB11828,DB11613,1
DB04938,DB09204,1
DB00806,DB01080,1
DB08906,DB08797,1
DB00690,DB04599,1
DB15959,DB00567,1
DB00938,DB01026,1
DB00614,DB00670,1
DB00556,DB00933,1
DB09235,DB00356,1
DB15762,DB09318,1
DB01035,DB01236,1
DB00814,DB05039,1
DB09488,DB04812,1
DB00255,DB06510,1
DB05687,DB13759,1
DB01221,DB00588,1
DB09223,DB00673,1
DB01180,DB14208,1
DB01002,DB13217,1
DB09357,DB01170,1
DB00939,DB08907,1
DB06737,DB08813,1
DB00026,DB09080,1
DB00742,DB01020,1
DB11372,DB11095,1
DB06077,DB11672,1
DB01565,DB08953,1
DB00805,DB01095,1
DB01325,DB00181,1
DB13486,DB13792,1
DB01099,DB00955,1
DB01002,DB00497,1
DB06813,DB01150,1
DB13280,DB00959,1
DB00834,DB13660,1
DB09091,DB13823,1
DB00949,DB00356,1
DB08797,DB00477,1
DB09021,DB01233,1
DB01161,DB04868,1
DB00182,DB00532,1
DB00359,DB00413,1
DB06282,DB09229,1
DB00073,DB00657,1
DB01239,DB11664,1
DB09068,DB00315,1
DB14715,DB12576,1
DB01608,DB11273,1
DB12661,DB00391,1
DB12025,DB14681,1
DB00805,DB13577,1
DB07767,DB02691,1
DB04975,DB11823,1
DB11400,DB11358,1
DB13453,DB00875,1
DB09217,DB00007,1
DB04743,DB00289,1
DB06643,DB15898,1
DB09174,DB00985,1
DB12846,DB00573,1
DB12612,DB12996,1
DB13590,DB08992,1
DB12693,DB02234,1
DB09351,DB14029,1
DB00495,DB01166,1
DB07402,DB00115,1
DB04948,DB01015,1
DB00827,DB13328,1
DB09089,DB01081,1
DB09238,DB13510,1
DB00606,DB00288,1
DB00358,DB09378,1
DB13943,DB09499,1
DB00620,DB00153,1
DB15363,DB13953,1
DB09245,DB01093,1
DB00454,DB13470,1
DB00246,DB09488,1
DB13612,DB06543,1
DB13544,DB01203,1
DB00988,DB00462,1
DB00749,DB00584,1
DB14843,DB11803,1
DB00937,DB00564,1
DB00229,DB01324,1
DB01080,DB00783,1
DB04743,DB11107,1
DB00909,DB09251,1
DB00227,DB00420,1
DB04918,DB14126,1
DB00559,DB11362,1
DB00458,DB00544,1
DB01364,DB06678,1
DB09064,DB13675,1
DB00961,DB00340,1
DB13631,DB01197,1
DB06217,DB15982,1
DB00082,DB01068,1
DB13629,DB14217,1
DB15122,DB13703,1
DB11995,DB14126,1
DB14891,DB05550,1
DB00388,DB14185,1
DB06228,DB00894,1
DB11455,DB13629,1
DB13351,DB00835,1
DB09236,DB09216,1
DB08890,DB06787,1
DB11363,DB01100,1
DB00909,DB06624,1
DB00757,DB01501,1
DB00462,DB00813,1
DB04855,DB08875,1
DB13145,DB11587,1
DB00026,DB00773,1
DB00190,DB11171,1
DB00528,DB04908,1
DB13928,DB13843,1
DB14529,DB11466,1
DB12590,DB01215,1
DB11095,DB01381,1
DB06691,DB01176,1
DB11502,DB05265,1
DB11093,DB01044,1
DB01253,DB13217,1
DB08996,DB01445,1
DB01418,DB08816,1
DB13287,DB12532,1
DB01348,DB00872,1
DB00545,DB13507,1
DB14010,DB00951,1
DB00821,DB00181,1
DB00627,DB04871,1
DB15066,DB00476,1
DB00289,DB00592,1
DB05336,DB12213,1
DB00624,DB06767,1
DB00958,DB13616,1
DB00593,DB12235,1
DB13527,DB13691,1
DB16694,DB13208,1
DB12483,DB13328,1
DB01414,DB09295,1
DB09098,DB01012,1
DB14125,DB00422,1
DB00674,DB11591,1
DB05260,DB09095,1
DB05099,DB00928,1
DB00235,DB00962,1
DB01119,DB00631,1
DB15442,DB05773,1
DB13405,DB11622,1
DB01288,DB13940,1
DB04920,DB08896,1
DB04665,DB00957,1
DB01301,DB13996,1
DB05676,DB00184,1
DB01175,DB08873,1
DB00898,DB09300,1
DB00836,DB01274,1
DB01001,DB01009,1
DB11328,DB09015,1
DB01186,DB00392,1
DB13266,DB13612,1
DB00441,DB11487,1
DB08810,DB00195,1
DB00721,DB11485,1
DB11686,DB00356,1
DB00751,DB13733,1
DB04841,DB11779,1
DB00871,DB00797,1
DB13667,DB02247,1
DB08893,DB09317,1
DB01022,DB00988,1
DB12412,DB06791,1
DB11732,DB09238,1
DB06077,DB00180,1
DB13074,DB01263,1
DB01104,DB05542,1
DB06264,DB08801,1
DB00349,DB04842,1
DB09285,DB08940,1
DB06445,DB00289,1
DB08820,DB08895,1
DB13354,DB13665,1
DB00960,DB00909,1
DB00195,DB12268,1
DB00991,DB11598,1
DB13638,DB01327,1
DB00973,DB00997,1
DB15233,DB12319,1
DB09414,DB00500,1
DB09508,DB00190,1
DB09236,DB03585,1
DB00428,DB00290,1
DB01156,DB00681,1
DB01156,DB00903,1
DB06153,DB08960,1
DB00339,DB14499,1
DB08953,DB01156,1
DB13687,DB06701,1
DB09166,DB00446,1
DB14010,DB13777,1
DB00699,DB00420,1
DB06616,DB00945,1
DB00120,DB11044,1
DB00232,DB11113,1
DB05139,DB14947,1
DB06154,DB00800,1
DB00312,DB05227,1
DB06016,DB11315,1
DB09230,DB01628,1
DB12783,DB08437,1
DB13575,DB11481,1
DB00248,DB05154,1
DB01442,DB08808,1
DB08840,DB01067,1
DB09480,DB09289,1
DB06796,DB00939,1
DB00897,DB13837,1
DB08984,DB01600,1
DB00997,DB01624,1
DB11371,DB13295,1
DB00293,DB06612,1
DB00412,DB06237,1
DB01354,DB01534,1
DB13766,DB06697,1
DB06809,DB00788,1
DB06176,DB13952,1
DB12163,DB13481,1
DB09264,DB11827,1
DB01421,DB13167,1
DB04920,DB11059,1
DB00817,DB06697,1
DB13362,DB13737,1
DB01247,DB11130,1
DB00633,DB09555,1
DB00737,DB08918,1
DB14068,DB09480,1
DB00370,DB09288,1
DB06737,DB11753,1
DB00633,DB01100,1
DB00246,DB11587,1
DB06660,DB00312,1
DB09010,DB00296,1
DB00821,DB00341,1
DB09237,DB00243,1
DB00245,DB12590,1
DB06318,DB07931,1
DB01098,DB00788,1
DB00628,DB02959,1
DB13867,DB13584,1
DB05395,DB00723,1
DB09243,DB06081,1
DB00537,DB11737,1
DB09135,DB11943,1
DB11823,DB00277,1
DB09290,DB12273,1
DB01135,DB01133,1
DB06264,DB01320,1
DB04946,DB14059,1
DB04572,DB08883,1
DB00983,DB00675,1
DB00364,DB11491,1
DB00565,DB12482,1
DB00795,DB01204,1
DB00805,DB01017,1
DB13160,DB11951,1
DB11114,DB14018,1
DB00983,DB01165,1
DB04843,DB13503,1
DB00514,DB00344,1
DB09034,DB00921,1
DB13070,DB09244,1
DB12893,DB06081,1
DB13695,DB00771,1
DB08942,DB00867,1
DB13909,DB13595,1
DB13254,DB00935,1
DB12604,DB09133,1
DB01036,DB01336,1
DB14737,DB13457,1
DB14651,DB00354,1
DB11477,DB00753,1
DB01656,DB01152,1
DB14726,DB01206,1
DB13522,DB01148,1
DB00398,DB08868,1
DB01138,DB05229,1
DB11098,DB01224,1
DB01065,DB12110,1
DB01347,DB09254,1
DB12846,DB11720,1
DB01242,DB14010,1
DB01104,DB08794,1
DB13676,DB00468,1
DB00059,DB00687,1
DB12530,DB11478,1
DB12093,DB06655,1
DB00788,DB00221,1
DB09209,DB00642,1
DB05109,DB00997,1
DB11371,DB08872,1
DB09148,DB00718,1
DB09484,DB00347,1
DB15786,DB00063,1
DB13505,DB06702,1
DB11491,DB04695,1
DB09290,DB09223,1
DB13592,DB00998,1
DB00328,DB02527,1
DB00472,DB00628,1
DB11730,DB09080,1
DB06335,DB00597,1
DB14019,DB14009,1
DB00763,DB06186,1
DB00805,DB00395,1
DB00254,DB00301,1
DB06144,DB00243,1
DB01166,DB02568,1
DB13875,DB00055,1
DB13213,DB09249,1
DB06273,DB14409,1
DB01537,DB01297,1
DB00690,DB11251,1
DB00285,DB06016,1
DB13817,DB12951,1
DB15112,DB06626,1
DB11518,DB00552,1
DB09065,DB05482,1
DB08938,DB01069,1
DB13240,DB00270,1
DB01233,DB14635,1
DB04819,DB04833,1
DB00294,DB12455,1
DB00886,DB09307,1
DB11791,DB01079,1
DB00706,DB00322,1
DB06774,DB06181,1
DB00862,DB04794,1
DB00875,DB00582,1
DB01050,DB04743,1
DB15719,DB00091,1
DB14938,DB01105,1
DB04920,DB00252,1
DB00517,DB12248,1
DB01164,DB01118,1
DB01267,DB14539,1
DB08903,DB01174,1
DB13208,DB09309,1
DB01281,DB15595,1
DB01166,DB00398,1
DB08980,DB00343,1
DB09048,DB00778,1
DB13217,DB13725,1
DB00200,DB01166,1
DB13036,DB08857,1
DB09240,DB06218,1
DB01224,DB13179,1
DB00976,DB06605,1
DB01407,DB01108,1
DB00728,DB00191,1
DB00263,DB01432,1
DB01253,DB00297,1
DB01148,DB06512,1
DB12845,DB05656,1
DB00949,DB00839,1
DB00006,DB13524,1
DB02568,DB09185,1
DB06240,DB09027,1
DB01466,DB00606,1
DB01175,DB01068,1
DB09039,DB11995,1
DB06155,DB00813,1
DB06579,DB00696,1
DB00851,DB06822,1
DB00030,DB01242,1
DB12545,DB01224,1
DB01418,DB00317,1
DB15336,DB14967,1
DB05687,DB01484,1
DB13792,DB00790,1
DB09216,DB09242,1
DB13910,DB00934,1
DB00617,DB12710,1
DB12235,DB00749,1
DB06370,DB09280,1
DB15044,DB09070,1
DB09148,DB09244,1
DB16650,DB01030,1
DB12235,DB12445,1
DB15965,DB04861,1
DB08814,DB04925,1
DB14545,DB00637,1
DB12883,DB00433,1
DB01621,DB14027,1
DB09210,DB13657,1
DB04901,DB14905,1
DB06288,DB00373,1
DB06154,DB13725,1
DB01418,DB01601,1
DB14384,DB11487,1
DB12693,DB00555,1
DB06691,DB14050,1
DB13246,DB13909,1
DB00353,DB06626,1
DB13408,DB13961,1
DB13411,DB01037,1
DB12289,DB07402,1
DB04829,DB13917,1
DB01414,DB00527,1
DB00347,DB15360,1
DB00026,DB09273,1
DB00181,DB13757,1
DB00303,DB00583,1
DB01295,DB00476,1
DB01588,DB00782,1
DB01173,DB14963,1
DB00238,DB04572,1
DB06696,DB09216,1
DB00975,DB00770,1
DB00515,DB06470,1
DB00843,DB13552,1
DB00313,DB00819,1
DB08927,DB13850,1
DB11951,DB12427,1
DB01608,DB14231,1
DB14055,DB11470,1
DB13403,DB00376,1
DB00981,DB08801,1
DB12604,DB09477,1
DB14575,DB11963,1
DB00500,DB01283,1
DB04574,DB00435,1
DB01320,DB01614,1
DB01501,DB06153,1
DB13371,DB00995,1
DB15335,DB12159,1
DB00583,DB00303,1
DB15258,DB06043,1
DB01226,DB01445,1
DB00311,DB04876,1
DB00751,DB13913,1
DB00721,DB06787,1
DB09212,DB00958,1
DB11767,DB05679,1
DB13384,DB13413,1
DB14033,DB09201,1
DB06824,DB00322,1
DB01268,DB14919,1
DB01192,DB03783,1
DB08838,DB13055,1
DB01002,DB00189,1
DB12361,DB01297,1
DB11512,DB01421,1
DB00909,DB06529,1
DB01454,DB13351,1
DB12825,DB00220,1
DB00264,DB13746,1
DB01035,DB09241,1
DB01001,DB00619,1
DB00494,DB09166,1
DB13402,DB01069,1
DB12036,DB11502,1
DB11201,DB00784,1
DB00902,DB06201,1
DB08808,DB05386,1
DB09016,DB13572,1
DB09075,DB00331,1
DB12001,DB14011,1
DB01142,DB04574,1
DB12246,DB09033,1
DB12545,DB11481,1
DB00344,DB00310,1
DB12093,DB00047,1
DB01600,DB14541,1
DB00232,DB13616,1
DB04626,DB09256,1
DB01424,DB12100,1
DB12943,DB16394,1
DB00942,DB15031,1
DB01547,DB00245,1
DB00294,DB04830,1
DB01067,DB06196,1
DB14726,DB12321,1
DB13145,DB00569,1
DB14208,DB10717,1
DB13362,DB00899,1
DB11994,DB00814,1
DB00580,DB11251,1
DB12343,DB08867,1
DB04821,DB01081,1
DB00829,DB13156,1
DB00590,DB01201,1
DB13314,DB04895,1
DB14132,DB00018,1
DB04914,DB00631,1
DB01108,DB00297,1
DB00787,DB00591,1
DB01497,DB09021,1
DB08881,DB00351,1
DB01278,DB06600,1
DB00612,DB13341,1
DB00181,DB06155,1
DB11830,DB00230,1
DB01150,DB06262,1
DB00680,DB00637,1
DB06589,DB13742,1
DB01431,DB00688,1
DB04838,DB00388,1
DB14843,DB15415,1
DB01197,DB00029,1
DB00983,DB00935,1
DB05892,DB11834,1
DB00424,DB08838,1
DB13266,DB09325,1
DB05829,DB12010,1
DB04839,DB00055,1
DB11156,DB12526,1
DB12361,DB13817,1
DB09259,DB09053,1
DB01558,DB00567,1
DB08826,DB01283,1
DB16394,DB13535,1
DB02659,DB11095,1
DB09074,DB09342,1
DB00333,DB01138,1
DB04845,DB09312,1
DB01009,DB04953,1
DB00683,DB00738,1
DB14544,DB04878,1
DB01072,DB11102,1
DB01042,DB00069,1
DB04895,DB13217,1
DB11443,DB13595,1
DB00245,DB00490,1
DB00953,DB08986,1
DB12016,DB00612,1
DB00818,DB01231,1
DB09045,DB05006,1
DB00518,DB01167,1
DB06825,DB01059,1
DB00392,DB01235,1
DB09107,DB04847,1
DB13956,DB00904,1
DB01017,DB01069,1
DB00749,DB09252,1
DB00605,DB00213,1
DB00297,DB13739,1
DB14443,DB09053,1
DB13377,DB12401,1
DB00254,DB05467,1
DB15031,DB08550,1
DB00075,DB13241,1
DB01396,DB00445,1
DB00314,DB13722,1
DB00532,DB12425,1
DB14060,DB09015,1
DB06186,DB05793,1
DB00042,DB01086,1
DB13874,DB08873,1
DB00697,DB09251,1
DB01216,DB01397,1
DB06342,DB00076,1
DB09363,DB07402,1
DB05316,DB00196,1
DB06717,DB01152,1
DB01412,DB04846,1
DB00997,DB08894,1
DB04812,DB09137,1
DB00185,DB09194,1
DB01151,DB13256,1
DB01283,DB13917,1
DB00857,DB13592,1
DB04951,DB06442,1
DB00347,DB01254,1
DB00482,DB13520,1
DB01413,DB00738,1
DB06283,DB09206,1
DB00738,DB00026,1
DB01234,DB15857,1
DB01070,DB13537,1
DB14809,DB13976,1
DB00588,DB01396,1
DB01110,DB00617,1
DB08918,DB11586,1
DB06608,DB01175,1
DB12110,DB12111,1
DB00604,DB00270,1
DB13595,DB11587,1
DB09200,DB00752,1
DB06590,DB01418,1
DB13577,DB04832,1
DB01419,DB00811,1
DB09285,DB01244,1
DB12371,DB13843,1
DB11932,DB06448,1
DB02056,DB12545,1
DB00368,DB13448,1
DB00851,DB08900,1
DB01615,DB09185,1
DB09117,DB13950,1
DB00296,DB06803,1
DB01263,DB06780,1
DB00844,DB06753,1
DB00436,DB01225,1
DB11640,DB09253,1
DB06255,DB13209,1
DB06712,DB01233,1
DB00396,DB01190,1
DB06415,DB14066,1
DB12141,DB12070,1
DB04897,DB09232,1
DB04948,DB06726,1
DB00363,DB13074,1
DB11577,DB04831,1
DB00413,DB13577,1
DB00795,DB13879,1
DB14809,DB16077,1
DB13454,DB04888,1
DB00980,DB00479,1
DB00838,DB01015,1
DB00169,DB06684,1
DB01529,DB01233,1
DB00755,DB00451,1
DB15001,DB12089,1
DB13559,DB01267,1
DB05687,DB13221,1
DB00622,DB09371,1
DB00710,DB09555,1
DB00360,DB11613,1
DB14066,DB01307,1
DB00833,DB14022,1
DB09073,DB00688,1
DB11560,DB04729,1
DB01297,DB14065,1
DB12399,DB00270,1
DB08951,DB01090,1
DB04996,DB00527,1
DB04854,DB00564,1
DB12846,DB00320,1
DB00834,DB14544,1
DB01073,DB03523,1
DB13821,DB00731,1
DB08951,DB00349,1
DB14231,DB09254,1
DB13624,DB16629,1
DB09054,DB11855,1
DB08838,DB00843,1
DB04843,DB13733,1
DB00770,DB01033,1
DB01403,DB06554,1
DB12945,DB15131,1
DB01021,DB01124,1
DB14443,DB00591,1
DB14672,DB00802,1
DB13017,DB15160,1
DB09167,DB00209,1
DB00542,DB13410,1
DB15982,DB13627,1
DB14207,DB01401,1
DB04895,DB08899,1
DB01268,DB01395,1
DB00409,DB00986,1
DB01013,DB14921,1
DB06737,DB01016,1
DB08877,DB00262,1
DB00540,DB01050,1
DB00286,DB12157,1
DB04948,DB14754,1
DB00312,DB09068,1
DB00005,DB06652,1
DB06736,DB06823,1
DB09184,DB00780,1
DB13145,DB13532,1
DB14737,DB00866,1
DB01127,DB12941,1
DB11691,DB13987,1
DB01151,DB11098,1
DB00297,DB00844,1
DB11306,DB04348,1
DB00089,DB13976,1
DB04878,DB04876,1
DB11770,DB06292,1
DB06148,DB09273,1
DB00935,DB00397,1
DB00254,DB06441,1
DB06201,DB00502,1
DB00541,DB15628,1
DB01037,DB00197,1
DB09118,DB09082,1
DB09246,DB12193,1
DB00401,DB01022,1
DB12725,DB12537,1
DB13448,DB00387,1
DB00033,DB01033,1
DB12093,DB01018,1
DB00677,DB13413,1
DB09309,DB06616,1
DB09243,DB00593,1
DB00852,DB00211,1
DB13961,DB14963,1
DB01208,DB01418,1
DB08996,DB01101,1
DB06603,DB06650,1
DB04961,DB13578,1
DB00448,DB11855,1
DB11738,DB06706,1
DB06636,DB00440,1
DB01359,DB11889,1
DB01558,DB13799,1
DB11541,DB13435,1
DB13211,DB00696,1
DB11598,DB00015,1
DB15172,DB00089,1
DB04841,DB12883,1
DB06813,DB13544,1
DB04348,DB11619,1
DB04827,DB01580,1
DB00374,DB00697,1
DB13407,DB00758,1
DB11732,DB00688,1
DB00773,DB00860,1
DB00896,DB00999,1
DB04844,DB12590,1
DB00342,DB08811,1
DB09245,DB06710,1
DB00203,DB12799,1
DB09125,DB09020,1
DB09330,DB06769,1
DB08971,DB09371,1
DB14646,DB00294,1
DB00514,DB00914,1
DB05271,DB09217,1
DB04868,DB11703,1
DB14504,DB01118,1
DB12820,DB12089,1
DB01222,DB08901,1
DB00524,DB01030,1
DB13407,DB01403,1
DB00483,DB01108,1
DB00279,DB01020,1
DB01074,DB01401,1
DB09223,DB06823,1
DB14967,DB09057,1
DB01068,DB01222,1
DB00925,DB08822,1
DB12327,DB05542,1
DB00393,DB09483,1
DB00741,DB01435,1
DB00041,DB00813,1
DB15569,DB00544,1
DB09001,DB01565,1
DB00571,DB01331,1
DB12152,DB09036,1
DB04356,DB00065,1
DB12100,DB01171,1
DB01612,DB04884,1
DB15861,DB09082,1
DB11552,DB01200,1
DB13219,DB01224,1
DB08908,DB13068,1
DB00275,DB05990,1
DB00080,DB00641,1
DB12844,DB12240,1
DB09161,DB00390,1
DB00916,DB06595,1
DB01173,DB12833,1
DB08877,DB09123,1
DB11148,DB00263,1
DB05232,DB00765,1
DB04821,DB13623,1
DB00907,DB12273,1
DB04017,DB00682,1
DB04964,DB13375,1
DB01114,DB00572,1
DB00539,DB13358,1
DB03010,DB05239,1
DB00799,DB00921,1
DB00531,DB13879,1
DB00005,DB11614,1
DB14027,DB01380,1
DB00364,DB13275,1
DB01107,DB02207,1
DB01020,DB13408,1
DB13328,DB01131,1
DB09183,DB06370,1
DB14840,DB00530,1
DB09065,DB06762,1
DB00461,DB00843,1
DB14719,DB12278,1
DB09292,DB01244,1
DB01405,DB02568,1
DB11201,DB00206,1
DB01599,DB01267,1
DB00480,DB01206,1
DB09273,DB14960,1
DB11657,DB11621,1
DB06273,DB14864,1
DB14499,DB08893,1
DB04951,DB06732,1
DB09378,DB04914,1
DB00727,DB00836,1
DB00835,DB00296,1
DB08807,DB00051,1
DB01041,DB01209,1
DB06684,DB00463,1
DB14240,DB05087,1
DB15022,DB05405,1
DB01104,DB00268,1
DB00270,DB13631,1
DB04836,DB00275,1
DB01254,DB00357,1
DB00263,DB01283,1
DB15719,DB01394,1
DB01161,DB06445,1
DB13989,DB00558,1
DB00776,DB05521,1
DB00933,DB01559,1
DB00714,DB01208,1
DB06715,DB13775,1
DB00962,DB14681,1
DB01587,DB04836,1
DB12104,DB12520,1
DB01326,DB04925,1
DB00577,DB06637,1
DB00469,DB14010,1
DB11518,DB15965,1
DB00230,DB00274,1
DB00906,DB04574,1
DB00590,DB08822,1
DB01484,DB02959,1
DB00663,DB01396,1
DB11376,DB00904,1
DB00408,DB00474,1
DB00486,DB00528,1
DB11932,DB00586,1
DB13369,DB01235,1
DB13286,DB08976,1
DB01511,DB00804,1
DB06050,DB06607,1
DB13432,DB06809,1
DB00042,DB01049,1
DB00977,DB05541,1
DB13108,DB01239,1
DB09394,DB01261,1
DB11723,DB11567,1
DB08922,DB13703,1
DB01197,DB01415,1
DB00327,DB09185,1
DB00704,DB11189,1
DB01454,DB00980,1
DB09246,DB00681,1
DB09225,DB01556,1
DB00794,DB09185,1
DB00715,DB09186,1
DB09046,DB13602,1
DB00850,DB00601,1
DB09245,DB01445,1
DB08899,DB08880,1
DB06201,DB14509,1
DB01181,DB00617,1
DB01428,DB05095,1
DB04838,DB04830,1
DB01435,DB12789,1
DB09123,DB13145,1
DB00349,DB01154,1
DB13886,DB14811,1
DB00626,DB04953,1
DB09091,DB13627,1
DB01407,DB13003,1
DB00687,DB11580,1
DB01174,DB00357,1
DB12661,DB01017,1
DB01101,DB00470,1
DB13601,DB11951,1
DB06203,DB00637,1
DB11952,DB15328,1
DB00983,DB00623,1
DB13225,DB00217,1
DB01054,DB09128,1
DB01010,DB01285,1
DB04830,DB01285,1
DB00938,DB06273,1
DB04830,DB09090,1
DB15566,DB00188,1
DB04743,DB13211,1
DB06273,DB04957,1
DB09216,DB09082,1
DB01037,DB01307,1
DB09418,DB08918,1
DB05812,DB01184,1
DB13534,DB09071,1
DB14026,DB01380,1
DB00939,DB13405,1
DB11502,DB12617,1
DB09555,DB00622,1
DB01079,DB04956,1
DB01168,DB01445,1
DB00246,DB00394,1
DB01148,DB00211,1
DB00586,DB01656,1
DB04831,DB15233,1
DB00254,DB11189,1
DB00567,DB13025,1
DB06370,DB09080,1
DB09407,DB01157,1
DB09248,DB13108,1
DB09241,DB12212,1
DB08961,DB01452,1
DB01227,DB01075,1
DB05496,DB15865,1
DB05542,DB13787,1
DB01319,DB01394,1
DB04820,DB00193,1
DB06737,DB13856,1
DB09053,DB00176,1
DB13523,DB00472,1
DB01373,DB00817,1
DB08970,DB11642,1
